latorigem,lonorigem,ticketdate,tickettime,usercard,busid,cardtype,sense,valor,route,val,projectid,feed_id,typecard,latdestino,londestino,feed_idstop_id,company,periodrange,tickettimerange,trafficzoneidorign,trafficzoneiddestination,totalcapacity,ticketmonth,ticketdateusercardtickettime,grididorign,grididdestination,validationorder,travelleddistance,ticketdatetime,startoperation,endoperation,stop_idorigem,stop_iddestino,tickettimehour,motive,status
-19.464628,-44.248043,2023-07-26,17:35:42,1015094592,12012,URBANO - VALE TRANSPORTE, ,4.25,015,,688,775873S47082P16:35:00,Vale Transporte,-19.420944,-44.19054,775873S47082P16:35:006116517,,Pico Tarde,17:30:00,1.0,1,,7,2023-07-26101509459217:35:42,200ME60166N91460,200ME60166N91460,2,,2023-07-26 17:35:42,2023-07-26 04:30:00,2023-07-27 04:29:59,6116517.0,6116517.0,17,casa,
-19.412552,-44.18713,2023-07-26,14:06:40,1018478246,14191,URBANO - VALE TRANSPORTE, ,4.25,034,,688,775916S47082P13:55:00,Vale Transporte,-19.460136,-44.241116,775916S47082P13:55:006415670,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,14:00:00,92.0,3,0.0,7,2023-07-26101847824614:06:40,200ME60230N91516,200ME60172N91464,1,,2023-07-26 14:06:40,2023-07-26 04:30:00,2023-07-27 04:29:59,6415670.0,6116065.0,14,transferencia,
-19.460136,-44.241116,2023-07-26,14:33:20,1018478246,16204,URBANO - VALE TRANSPORTE, ,2.12,006,,688,801287S47082P14:10:00,Vale Transporte,-19.472502,-44.269913,801287S47082P14:10:006116065,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,14:30:00,3.0,61,0.0,7,2023-07-26101847824614:33:20,200ME60172N91464,200ME60142N91452,2,,2023-07-26 14:33:20,2023-07-26 04:30:00,2023-07-27 04:29:59,6116065.0,6116401.0,14,trabalho,
-19.472502,-44.269913,2023-07-26,22:19:16,1018478246,12169,URBANO - VALE TRANSPORTE, ,4.25,019,,688,804621S47082P21:10:00,Vale Transporte,-19.464649,-44.247963,804621S47082P21:10:006116401,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Noite,22:00:00,61.0,1,0.0,7,2023-07-26101847824622:19:16,200ME60142N91452,200ME60166N91460,3,,2023-07-26 22:19:16,2023-07-26 04:30:00,2023-07-27 04:29:59,6116401.0,6116517.0,22,transferencia,
-19.464649,-44.247963,2023-07-26,22:35:04,1018478246,14192,URBANO - VALE TRANSPORTE, ,2.12,015,,688,775873S47082P21:30:00,Vale Transporte,-19.412552,-44.18713,775873S47082P21:30:006116517,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Madrugada,22:30:00,1.0,3,0.0,7,2023-07-26101847824622:35:04,200ME60166N91460,200ME60172N91464,4,,2023-07-26 22:35:04,2023-07-26 04:30:00,2023-07-27 04:29:59,6116517.0,6116065.0,22,casa,
-19.432934,-44.205177,2023-07-26,09:24:40,1018478838,16214,URBANO - SENIOR, ,0.0,034,,688,775916S47082P09:00:00,Gratuito Idoso,-19.467827,-44.24498,775916S47082P09:00:006397232,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,09:00:00,76.0,10,0.0,7,2023-07-26101847883809:24:40,200ME60212N91494,200ME60168N91456,1,,2023-07-26 09:24:40,2023-07-26 04:30:00,2023-07-27 04:29:59,6397232.0,,09,outros motivos,
-19.456505,-44.243202,2023-07-26,13:18:00,1018496758,14227,URBANO - VALE TRANSPORTE, ,4.25,019,,688,804622S47082P12:55:00,Vale Transporte,-19.422592,-44.252331,804622S47082P12:55:006116567,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,13:00:00,4.0,4,0.0,7,2023-07-26101849675813:18:00,200ME60170N91468,200ME60170N91468,2,,2023-07-26 13:18:00,2023-07-26 04:30:00,2023-07-27 04:29:59,6116567.0,6116567.0,13,casa,
-19.459864,-44.241302,2023-07-26,05:24:32,1018499414,1905,URBANO - EMPRESARIAL, ,0.0,004,,688,920876S47082P05:15:00,Gratuito Outros,-19.43701,-44.203396,920876S47082P05:15:006116065,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Madrugada,05:00:00,3.0,3,0.0,7,2023-07-26101849941405:24:32,200ME60172N91464,200ME60172N91464,2,,2023-07-26 05:24:32,2023-07-26 04:30:00,2023-07-27 04:29:59,6116065.0,6116065.0,05,casa,
-19.464602,-44.247971,2023-07-26,17:30:34,1018518310,14217,URBANO - VALE TRANSPORTE, ,4.25,007,,688,775994S47082P17:10:00,Vale Transporte,-19.460691,-44.241215,775994S47082P17:10:006116517,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,17:30:00,1.0,3,0.0,7,2023-07-26101851831017:30:34,200ME60166N91460,200ME60172N91464,1,,2023-07-26 17:30:34,2023-07-26 04:30:00,2023-07-27 04:29:59,6116517.0,6116063.0,17,transferencia,
-19.460691,-44.241215,2023-07-26,17:47:56,1018518310,14203,URBANO - VALE TRANSPORTE, ,2.12,001,,688,794458S47082P17:15:00,Vale Transporte,-19.464602,-44.247971,794458S47082P17:15:006116063,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,17:30:00,3.0,3,0.0,7,2023-07-26101851831017:47:56,200ME60172N91464,200ME60172N91464,2,,2023-07-26 17:47:56,2023-07-26 04:30:00,2023-07-27 04:29:59,6116063.0,6116063.0,17,casa,
-19.417574,-44.196926,2023-07-26,06:33:24,1018600550,14188,URBANO - EMPRESARIAL, ,0.0,015,,688,803430S47082P06:32:00,Gratuito Outros,-19.459921,-44.241692,803430S47082P06:32:006397261,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,06:30:00,92.0,3,0.0,7,2023-07-26101860055006:33:24,200ME60220N91510,200ME60172N91464,1,,2023-07-26 06:33:24,2023-07-26 04:30:00,2023-07-27 04:29:59,6397261.0,6116065.0,06,transferencia,
-19.459921,-44.241692,2023-07-26,07:21:48,1018600550,14228,URBANO - EMPRESARIAL, ,0.0,004,,688,920878S47082P06:30:00,Gratuito Outros,-19.462915,-44.244881,920878S47082P06:30:006116065,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,07:00:00,3.0,1,0.0,7,2023-07-26101860055007:21:48,200ME60172N91464,200ME60168N91462,2,,2023-07-26 07:21:48,2023-07-26 04:30:00,2023-07-27 04:29:59,6116065.0,6116422.0,07,transferencia,
-19.409632,-44.224998,2023-07-26,04:43:50,1018619334,12014,URBANO - VALE TRANSPORTE, ,4.25,007,,688,801298S47082P05:00:00,Vale Transporte,-19.460539,-44.241341,801298S47082P05:00:006352752,,Madrugada,04:30:00,97.0,3,,7,2023-07-26101861933404:43:50,200ME60192N91520,200ME60172N91464,1,,2023-07-26 04:43:50,2023-07-26 04:30:00,2023-07-27 04:29:59,6352752.0,6116063.0,04,outros motivos,
-19.460539,-44.241341,2023-07-26,10:01:58,1018619334,16207,URBANO - VALE TRANSPORTE, ,4.25,007,,688,775994S47082P09:38:00,Vale Transporte,-19.409632,-44.224998,775994S47082P09:38:006116063,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,10:00:00,3.0,3,0.0,7,2023-07-26101861933410:01:58,200ME60172N91464,200ME60172N91464,2,,2023-07-26 10:01:58,2023-07-26 04:30:00,2023-07-27 04:29:59,6116063.0,6116063.0,10,casa,
-19.43327,-44.220825,2023-07-26,04:55:40,1018669254,14190,URBANO - EMPRESARIAL, ,0.0,006,,688,775868S47082P04:50:00,Gratuito Outros,-19.459589,-44.241398,775868S47082P04:50:006116097,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Madrugada,04:30:00,77.0,3,0.0,7,2023-07-26101866925404:55:40,200ME60194N91494,200ME60172N91464,1,,2023-07-26 04:55:40,2023-07-26 04:30:00,2023-07-27 04:29:59,6116097.0,6116065.0,04,transferencia,
-19.459589,-44.241398,2023-07-26,05:23:58,1018669254,1905,URBANO - EMPRESARIAL, ,0.0,004,,688,920876S47082P05:15:00,Gratuito Outros,-19.43327,-44.220825,920876S47082P05:15:006116065,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Madrugada,05:00:00,3.0,3,0.0,7,2023-07-26101866925405:23:58,200ME60172N91464,200ME60172N91464,2,,2023-07-26 05:23:58,2023-07-26 04:30:00,2023-07-27 04:29:59,6116065.0,6116065.0,05,casa,
-19.437239,-44.250744,2023-07-26,06:04:36,1018670326,14230,URBANO - VALE TRANSPORTE, ,4.25,002,,688,2355752S47082P06:00:00,Vale Transporte,-19.475657,-44.226772,2355752S47082P06:00:006253470,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,06:00:00,34.0,12,0.0,7,2023-07-26101867032606:04:36,200ME60164N91490,200ME60186N91446,1,,2023-07-26 06:04:36,2023-07-26 04:30:00,2023-07-27 04:29:59,6253470.0,6226321.0,06,trabalho,
-19.475657,-44.226772,2023-07-26,17:12:20,1018670326,11141,URBANO - VALE TRANSPORTE, ,4.25,001,,688,794441S47082P17:00:00,Vale Transporte,-19.437239,-44.250744,794441S47082P17:00:006226321,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,17:00:00,12.0,12,0.0,7,2023-07-26101867032617:12:20,200ME60186N91446,200ME60186N91446,2,,2023-07-26 17:12:20,2023-07-26 04:30:00,2023-07-27 04:29:59,6226321.0,6226321.0,17,casa,
-19.459572,-44.241486,2023-07-26,06:39:18,1018687174,20012,URBANO - VALE TRANSPORTE, ,4.25,004,,688,920878S47082P05:20:00,Vale Transporte,-19.482998,-44.264496,920878S47082P05:20:006116065,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,06:30:00,3.0,3,0.0,7,2023-07-26101868717406:39:18,200ME60172N91464,200ME60172N91464,2,,2023-07-26 06:39:18,2023-07-26 04:30:00,2023-07-27 04:29:59,6116065.0,6116065.0,06,casa,
-19.417618,-44.173542,2023-07-26,06:23:14,1018733318,16205,URBANO - VALE TRANSPORTE, ,4.25,034,,688,804634S47082P06:20:00,Vale Transporte,-19.464569,-44.247898,804634S47082P06:20:006116389,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,06:00:00,105.0,1,0.0,7,2023-07-26101873331806:23:14,1KME6024N9150,200ME60166N91460,1,,2023-07-26 06:23:14,2023-07-26 04:30:00,2023-07-27 04:29:59,6116389.0,6116517.0,06,trabalho,
-19.464569,-44.247898,2023-07-26,14:20:38,1018733318,14180,URBANO - VALE TRANSPORTE, ,4.25,034,,688,804634S47082P13:25:00,Vale Transporte,-19.417618,-44.173542,804634S47082P13:25:006116517,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,14:00:00,1.0,1,0.0,7,2023-07-26101873331814:20:38,200ME60166N91460,200ME60166N91460,2,,2023-07-26 14:20:38,2023-07-26 04:30:00,2023-07-27 04:29:59,6116517.0,6116517.0,14,casa,
-19.464659,-44.24807,2023-07-26,21:25:34,1018747878,14107,URBANO - VALE TRANSPORTE, ,4.25,007,,688,775994S47082P21:10:00,Vale Transporte,-19.41371,-44.227543,775994S47082P21:10:006116517,,Noite,21:00:00,1.0,1,,7,2023-07-26101874787821:25:34,200ME60166N91460,200ME60166N91460,2,,2023-07-26 21:25:34,2023-07-26 04:30:00,2023-07-27 04:29:59,6116517.0,6116517.0,21,casa,
-19.44421,-44.227367,2023-07-26,04:51:18,1018773526,14202,URBANO - SENIOR, ,0.0,009,,688,801306S47082P04:30:00,Gratuito Idoso,-19.467621,-44.243977,801306S47082P04:30:006115818,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Madrugada,04:30:00,30.0,10,0.0,7,2023-07-26101877352604:51:18,200ME60188N91482,200ME60170N91456,1,,2023-07-26 04:51:18,2023-07-26 04:30:00,2023-07-27 04:29:59,6115818.0,,04,outros motivos,
-19.464521,-44.247845,2023-07-26,17:16:04,1018810726,12169,URBANO - VALE TRANSPORTE, ,4.25,019,,688,804622S47082P17:00:00,Vale Transporte,-19.422514,-44.252384,804622S47082P17:00:006116063,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,17:00:00,1.0,1,0.0,7,2023-07-26101881072617:16:04,200ME60166N91460,200ME60166N91460,2,,2023-07-26 17:16:04,2023-07-26 04:30:00,2023-07-27 04:29:59,6116063.0,6116063.0,17,casa,
-19.459848,-44.24131,2023-07-26,05:16:46,1019006806,20017,URBANO - VALE TRANSPORTE, ,2.12,004,,688,920878S47082P04:40:00,Vale Transporte,-19.456814,-44.20961,920878S47082P04:40:006116065,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Madrugada,05:00:00,3.0,47,0.0,7,2023-07-26101900680605:16:46,200ME60172N91464,200ME60206N91466,1,,2023-07-26 05:16:46,2023-07-26 04:30:00,2023-07-27 04:29:59,6116065.0,6115886.0,05,trabalho,
-19.412399,-44.183846,2023-07-26,08:06:18,1019348630,16205,URBANO - VALE TRANSPORTE, ,4.25,034,,688,775916S47082P07:55:00,Vale Transporte,-19.460554,-44.240837,775916S47082P07:55:006415664,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,08:00:00,105.0,3,0.0,7,2023-07-26101934863008:06:18,200ME60234N91516,200ME60172N91464,1,,2023-07-26 08:06:18,2023-07-26 04:30:00,2023-07-27 04:29:59,6415664.0,6116065.0,08,outros motivos,
-19.460554,-44.240837,2023-07-26,11:28:20,1019348630,16210,URBANO - VALE TRANSPORTE, ,4.25,034,,688,804634S47082P10:35:00,Vale Transporte,-19.412399,-44.183846,804634S47082P10:35:006116065,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,11:00:00,3.0,3,0.0,7,2023-07-26101934863011:28:20,200ME60172N91464,200ME60172N91464,2,,2023-07-26 11:28:20,2023-07-26 04:30:00,2023-07-27 04:29:59,6116065.0,6116065.0,11,casa,
-19.419825,-44.190407,2023-07-26,10:55:00,1019499174,16210,URBANO - EMPRESARIAL, ,0.0,034,,688,804634S47082P10:35:00,Gratuito Outros,-19.463015,-44.243526,804634S47082P10:35:006397241,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,10:30:00,92.0,2,0.0,7,2023-07-26101949917410:55:00,200ME60228N91508,200ME60170N91460,1,,2023-07-26 10:55:00,2023-07-26 04:30:00,2023-07-27 04:29:59,6397241.0,6116422.0,10,outros motivos,
-19.419653,-44.194012,2023-07-26,18:47:02,1019499174,12012,URBANO - EMPRESARIAL, ,0.0,015,,688,775873S47082P18:45:00,Gratuito Outros,-19.460665,-44.240791,775873S47082P18:45:006397264,,Pico Tarde,18:30:00,92.0,3,,7,2023-07-26101949917418:47:02,200ME60224N91508,200ME60172N91464,3,,2023-07-26 18:47:02,2023-07-26 04:30:00,2023-07-27 04:29:59,6397264.0,6116422.0,18,transferencia,
-19.417091,-44.195099,2023-07-26,07:45:12,1019513878,14197,FUNCIONARIOS, ,0.0,053,,688,2376962S47082P07:35:00,Gratuito Outros,-19.464802,-44.248486,2376962S47082P07:35:006115911,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,07:30:00,92.0,1,0.0,7,2023-07-26101951387807:45:12,200ME60222N91510,200ME60164N91460,1,,2023-07-26 07:45:12,2023-07-26 04:30:00,2023-07-27 04:29:59,6115911.0,6116517.0,07,outros motivos,
-19.464802,-44.248486,2023-07-26,12:01:18,1019513878,12013,FUNCIONARIOS, ,0.0,015,,688,775873S47082P11:20:00,Gratuito Outros,-19.417091,-44.195099,775873S47082P11:20:006116517,,Entre Pico,12:00:00,1.0,1,,7,2023-07-26101951387812:01:18,200ME60164N91460,200ME60164N91460,2,,2023-07-26 12:01:18,2023-07-26 04:30:00,2023-07-27 04:29:59,6116517.0,6116517.0,12,casa,
-19.440649,-44.34211,2023-07-26,06:20:44,1019548358,16212,URBANO - SENIOR, ,0.0,012,,688,2375594S47082P05:20:00,Gratuito Idoso,-19.452932,-44.323978,2375594S47082P05:20:006116426,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,06:00:00,85.0,84,0.0,7,2023-07-26101954835806:20:44,1KME6006N9148,200ME60086N91476,1,,2023-07-26 06:20:44,2023-07-26 04:30:00,2023-07-27 04:29:59,6116426.0,6116365.0,06,trabalho,
-19.481117,-44.268417,2023-07-26,17:56:10,1019548422,14197,URBANO - VALE TRANSPORTE, ,4.25,035,,688,804642S47082P17:45:00,Vale Transporte,-19.442118,-44.212631,804642S47082P17:45:006352735,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,17:30:00,39.0,39,0.0,7,2023-07-26101954842217:56:10,200ME60144N91442,200ME60144N91442,2,,2023-07-26 17:56:10,2023-07-26 04:30:00,2023-07-27 04:29:59,6352735.0,6352735.0,17,casa,
-19.419247,-44.192421,2023-07-26,06:27:48,1019621606,12012,URBANO - VALE TRANSPORTE, ,4.25,015,,688,775873S47082P06:24:00,Vale Transporte,-19.434053,-44.207748,775873S47082P06:24:006397265,,Pico Manhã,06:00:00,92.0,73,,7,2023-07-26101962160606:27:48,200ME60224N91508,200ME60208N91492,1,,2023-07-26 06:27:48,2023-07-26 04:30:00,2023-07-27 04:29:59,6397265.0,6115757.0,06,trabalho,
-19.459669,-44.24136,2023-07-26,08:51:40,1019680534,1903,URBANO - VALE TRANSPORTE, ,2.12,005,,688,775956S47082P08:30:00,Vale Transporte,-19.470263,-44.257786,775956S47082P08:30:006116065,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,08:30:00,3.0,8,0.0,7,2023-07-26101968053408:51:40,200ME60172N91464,200ME60154N91454,2,,2023-07-26 08:51:40,2023-07-26 04:30:00,2023-07-27 04:29:59,6116065.0,6352730.0,08,trabalho,
-19.470263,-44.257786,2023-07-26,20:14:46,1019680534,14190,URBANO - VALE TRANSPORTE, ,4.25,006,,688,801288S47082P20:00:00,Vale Transporte,-19.460075,-44.24118,801288S47082P20:00:006352730,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Noite,20:00:00,8.0,3,0.0,7,2023-07-26101968053420:14:46,200ME60154N91454,200ME60172N91464,3,,2023-07-26 20:14:46,2023-07-26 04:30:00,2023-07-27 04:29:59,6352730.0,,20,transferencia,
-19.420929,-44.255901,2023-07-26,06:40:16,1019776182,12169,URBANO - VALE TRANSPORTE, ,4.25,019,,688,804623S47082P06:30:00,Vale Transporte,-19.46677,-44.254292,804623S47082P06:30:006116643,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,06:30:00,82.0,7,0.0,7,2023-07-26101977618206:40:16,200ME60158N91508,200ME60158N91458,1,,2023-07-26 06:40:16,2023-07-26 04:30:00,2023-07-27 04:29:59,6116643.0,6116025.0,06,trabalho,
-19.413601,-44.243126,2023-07-26,20:20:18,1019925990,12166,URBANO - VALE TRANSPORTE, ,4.25,014,,688,2382327S47082P20:10:00,Vale Transporte,-19.467894,-44.244968,2382327S47082P20:10:006116525,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Noite,20:00:00,100.0,100,0.0,7,2023-07-26101992599020:20:18,200ME60172N91516,200ME60172N91516,2,,2023-07-26 20:20:18,2023-07-26 04:30:00,2023-07-27 04:29:59,6116525.0,6116525.0,20,casa,
-19.436087,-44.231895,2023-07-26,06:07:14,1020802470,14105,URBANO - VALE TRANSPORTE, ,4.25,005,,688,2359422S47082P05:55:00,Vale Transporte,-19.459743,-44.241371,2359422S47082P05:55:006116297,,Pico Manhã,06:00:00,54.0,3,,7,2023-07-26102080247006:07:14,200ME60184N91490,200ME60172N91464,1,,2023-07-26 06:07:14,2023-07-26 04:30:00,2023-07-27 04:29:59,6116297.0,6116065.0,06,transferencia,
-19.459743,-44.241371,2023-07-26,06:20:30,1020802470,14230,URBANO - VALE TRANSPORTE, ,2.12,002,,688,2355752S47082P06:00:00,Vale Transporte,-19.436087,-44.231895,2355752S47082P06:00:006116065,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,06:00:00,3.0,3,0.0,7,2023-07-26102080247006:20:30,200ME60172N91464,200ME60172N91464,2,,2023-07-26 06:20:30,2023-07-26 04:30:00,2023-07-27 04:29:59,6116065.0,6116065.0,06,casa,
-19.463436,-44.222233,2023-07-26,08:37:02,1025013734,14198,URBANO - VALE TRANSPORTE, ,4.25,010,,688,2375583S47082P08:15:00,Vale Transporte,-19.459875,-44.241386,2375583S47082P08:15:006115856,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,08:30:00,25.0,3,0.0,7,2023-07-26102501373408:37:02,200ME60192N91460,200ME60172N91464,1,,2023-07-26 08:37:02,2023-07-26 04:30:00,2023-07-27 04:29:59,6115856.0,,08,trabalho,
-19.457211,-44.243168,2023-07-26,06:16:02,1025039462,14219,URBANO - VALE TRANSPORTE, ,2.12,014,,688,775884S47082P06:00:00,Vale Transporte,-19.46142,-44.24041,775884S47082P06:00:006116567,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,06:00:00,4.0,3,0.0,7,2023-07-26102503946206:16:02,200ME60170N91468,200ME60174N91462,2,,2023-07-26 06:16:02,2023-07-26 04:30:00,2023-07-27 04:29:59,6116567.0,,06,trabalho,
-19.447609,-44.324871,2023-07-26,09:05:38,1025087862,16209,URBANO - SENIOR, ,0.0,012,,688,805177S47082P08:50:00,Gratuito Idoso,-19.465536,-44.243229,805177S47082P08:50:006419446,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,09:00:00,84.0,2,0.0,7,2023-07-26102508786209:05:38,200ME60086N91482,200ME60170N91458,1,,2023-07-26 09:05:38,2023-07-26 04:30:00,2023-07-27 04:29:59,6419446.0,,09,trabalho,
-19.413553,-44.179447,2023-07-26,15:41:04,1025172822,14180,URBANO - VALE TRANSPORTE, ,4.25,034,,688,804634S47082P15:35:00,Vale Transporte,-19.435459,-44.211647,804634S47082P15:35:006415660,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,15:30:00,105.0,105,0.0,7,2023-07-26102517282215:41:04,200ME60238N91514,200ME60238N91514,2,,2023-07-26 15:41:04,2023-07-26 04:30:00,2023-07-27 04:29:59,6415660.0,6415660.0,15,casa,
-19.420227,-44.24522,2023-07-26,19:59:14,1025499334,12169,URBANO - VALE TRANSPORTE, ,4.25,019,,688,804621S47082P19:50:00,Vale Transporte,-19.461008,-44.241055,804621S47082P19:50:006116661,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Noite,19:30:00,81.0,3,0.0,7,2023-07-26102549933419:59:14,200ME60170N91508,200ME60172N91464,3,,2023-07-26 19:59:14,2023-07-26 04:30:00,2023-07-27 04:29:59,6116661.0,,19,transferencia,
-19.419445,-44.19305,2023-07-26,09:03:02,1025590326,12011,URBANO - VALE TRANSPORTE, ,4.25,015,,688,775873S47082P09:00:00,Vale Transporte,-19.464611,-44.247879,775873S47082P09:00:006397265,,Entre Pico,09:00:00,92.0,1,,7,2023-07-26102559032609:03:02,200ME60224N91508,200ME60166N91460,1,,2023-07-26 09:03:02,2023-07-26 04:30:00,2023-07-27 04:29:59,6397265.0,6116517.0,09,trabalho,
-19.464611,-44.247879,2023-07-26,21:46:12,1025590326,14200,URBANO - VALE TRANSPORTE, ,4.25,015,,688,775873S47082P21:00:00,Vale Transporte,-19.419445,-44.19305,775873S47082P21:00:006116517,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Noite,21:30:00,1.0,1,0.0,7,2023-07-26102559032621:46:12,200ME60166N91460,200ME60166N91460,2,,2023-07-26 21:46:12,2023-07-26 04:30:00,2023-07-27 04:29:59,6116517.0,6116517.0,21,casa,
-19.469481,-44.224792,2023-07-26,10:36:22,1025606070,11141,URBANO - VALE TRANSPORTE, ,4.25,001,,688,794550S47082P10:23:00,Vale Transporte,-19.459846,-44.241203,794550S47082P10:23:006226317,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,10:30:00,12.0,3,0.0,7,2023-07-26102560607010:36:22,200ME60190N91454,200ME60172N91464,2,,2023-07-26 10:36:22,2023-07-26 04:30:00,2023-07-27 04:29:59,6226317.0,,10,outros motivos,
-19.430279,-44.349209,2023-07-26,06:12:28,1025609062,14187,URBANO - VALE TRANSPORTE, ,4.25,012,,688,2375622S47082P06:10:00,Vale Transporte,-19.446653,-44.325375,2375622S47082P06:10:006116180,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,06:00:00,102.0,84,0.0,7,2023-07-26102560906206:12:28,1KME6006N9150,200ME60086N91482,1,,2023-07-26 06:12:28,2023-07-26 04:30:00,2023-07-27 04:29:59,6116180.0,6116677.0,06,trabalho,
-19.417397,-44.196152,2023-07-26,07:06:30,1025614486,12011,URBANO - VALE TRANSPORTE, ,4.25,015,,688,775873S47082P07:04:00,Vale Transporte,-19.459997,-44.241573,775873S47082P07:04:006397261,,Pico Manhã,07:00:00,92.0,3,,7,2023-07-26102561448607:06:30,200ME60222N91510,200ME60172N91464,1,,2023-07-26 07:06:30,2023-07-26 04:30:00,2023-07-27 04:29:59,6397261.0,6116522.0,07,trabalho,
-19.413832,-44.185688,2023-07-26,06:50:34,1064252336,14217,URBANO - VALE TRANSPORTE, ,4.25,053,,688,2376962S47082P06:45:00,Vale Transporte,-19.4646,-44.247982,2376962S47082P06:45:006415673,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,06:30:00,105.0,1,0.0,7,2023-07-26106425233606:50:34,200ME60232N91514,200ME60166N91460,1,,2023-07-26 06:50:34,2023-07-26 04:30:00,2023-07-27 04:29:59,6415673.0,6116517.0,06,trabalho,
-19.4646,-44.247982,2023-07-26,15:13:52,1064252336,16210,URBANO - VALE TRANSPORTE, ,4.25,034,,688,804634S47082P14:25:00,Vale Transporte,-19.413832,-44.185688,804634S47082P14:25:006116517,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,15:00:00,1.0,1,0.0,7,2023-07-26106425233615:13:52,200ME60166N91460,200ME60166N91460,2,,2023-07-26 15:13:52,2023-07-26 04:30:00,2023-07-27 04:29:59,6116517.0,6116517.0,15,casa,
-19.43149,-44.220314,2023-07-26,07:03:58,1074132480,14222,URBANO - VALE TRANSPORTE, ,4.25,006,,688,801287S47082P07:00:00,Vale Transporte,-19.464766,-44.248901,801287S47082P07:00:006116090,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,07:00:00,77.0,1,0.0,7,2023-07-26107413248007:03:58,200ME60196N91496,200ME60164N91460,1,,2023-07-26 07:03:58,2023-07-26 04:30:00,2023-07-27 04:29:59,6116090.0,6116517.0,07,outros motivos,
-19.464766,-44.248901,2023-07-26,13:28:50,1074132480,16204,URBANO - VALE TRANSPORTE, ,4.25,006,,688,801288S47082P13:00:00,Vale Transporte,-19.43149,-44.220314,801288S47082P13:00:006116517,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,13:00:00,1.0,1,0.0,7,2023-07-26107413248013:28:50,200ME60164N91460,200ME60164N91460,2,,2023-07-26 13:28:50,2023-07-26 04:30:00,2023-07-27 04:29:59,6116517.0,6116517.0,13,casa,
-19.445496,-44.224991,2023-07-26,06:52:56,1078516,16214,URBANO - VALE TRANSPORTE, ,4.25,034,,688,804638S47082P06:40:00,Vale Transporte,-19.413713,-44.184498,804638S47082P06:40:006352727,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,06:30:00,30.0,105,0.0,7,2023-07-26107851606:52:56,200ME60190N91480,200ME60234N91514,1,,2023-07-26 06:52:56,2023-07-26 04:30:00,2023-07-27 04:29:59,6352727.0,,06,trabalho,
